AVO-Kurztext,AVO-Langtext,VD-Kurztext,Beschreibung,Kurzcode,label
Kabelbinder-oben 3x heften mit EC-Schrauber,- Kabelbinder oben aus Zwischenablage aufnehmen - 3x heften an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Einbau Kabelbinder,3x heften von Kabelbinder oben,LO-WSI,0
Bremssattel-oben 4x scannen mit HG,- Bremssattel oben aus Zwischenablage aufnehmen - 4x scannen an Position - HG verwenden - Qualitätskontrolle durchführen,Bremssattel an Schwenklager,Vorbereitung für scannen von Bremssattel,M-ZSX.2,2
Luftleitelement-unten 4x montieren mit Zange,- Luftleitelement unten aus Zwischenablage aufnehmen - 4x montieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Vorbereitung für montieren von Luftleitelement,LO-QFZ,1
Luftleitelement-oben 6x montieren mit EC-Schrauber,- Luftleitelement oben aus Zwischenablage aufnehmen - 6x montieren an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Montage Luftleitelement,Luftleitelement oben montieren und positionieren,3000ES2....3,3
Kardanwelle-vorne 4x holen mit HG,- Kardanwelle vorne aus Zwischenablage aufnehmen - 4x holen an Position - HG verwenden - Qualitätskontrolle durchführen,Montage Kardanwelle,4x holen von Kardanwelle vorne,LO-QTG,0
Kardanwelle-oben 3x verschrauben mit Zange,- Kardanwelle oben aus Zwischenablage aufnehmen - 3x verschrauben an Position - Zange verwenden - Qualitätskontrolle durchführen,Kardanwelle an Querlenker,3x verschrauben von Kardanwelle oben,PT.SEC,3
Bremssattel-hinten platzieren mit EC-Schrauber,- Bremssattel hinten aus Zwischenablage aufnehmen - platzieren an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Einbau Bremssattel,platzieren von Bremssattel hinten,3000ZY2....4,0
Bremsabschirmblech-vorne 3x heften mit HG,- Bremsabschirmblech vorne aus Zwischenablage aufnehmen - 3x heften an Position - HG verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Dämpferstelze,Bremsabschirmblech vorne heften und positionieren,PT.SEC,0
Kabelbinder-vorne 4x heften,- Kabelbinder vorne aus Zwischenablage aufnehmen - 4x heften an Position - Qualitätskontrolle durchführen,Kabelbinder an Dämpferstelze,Kabelbinder vorne heften und positionieren,3000ZD2....2,0
Schraube-links 6x heften mit EC-Schrauber,- Schraube links aus Zwischenablage aufnehmen - 6x heften an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Schraube an Schwenklager,Vorbereitung für heften von Schraube,3000IY1....1,3
Bremsabschirmblech-rechts 3x heften mit Akkuschrauber,- Bremsabschirmblech rechts aus Zwischenablage aufnehmen - 3x heften an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Vorbereitung für heften von Bremsabschirmblech,LO-LTR,3
Bremsabschirmblech-rechts 2x verschrauben mit Akkuschrauber,- Bremsabschirmblech rechts aus Zwischenablage aufnehmen - 2x verschrauben an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Einbau Bremsabschirmblech,Abschluss verschrauben von Bremsabschirmblech rechts,3000FX5....2,3
Bremssattel-vorne 2x scannen mit Scanner,- Bremssattel vorne aus Zwischenablage aufnehmen - 2x scannen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Einbau Bremssattel,Vorbereitung für scannen von Bremssattel,SEC,2
Kardanwelle-links 3x holen mit Zange,- Kardanwelle links aus Zwischenablage aufnehmen - 3x holen an Position - Zange verwenden - Qualitätskontrolle durchführen,Kardanwelle an Spurstange,Vorbereitung für holen von Kardanwelle,LO-KPS,2
Bremsabschirmblech-vorne 6x platzieren mit HG,- Bremsabschirmblech vorne aus Zwischenablage aufnehmen - 6x platzieren an Position - HG verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Vorbereitung für platzieren von Bremsabschirmblech,SEC,3
Schraube-unten verschrauben mit Scanner,- Schraube unten aus Zwischenablage aufnehmen - verschrauben an Position - Scanner verwenden - Qualitätskontrolle durchführen,Schraube an Schwenklager,Abschluss verschrauben von Schraube unten,LO-YQG,0
Kabelbinder-vorne holen mit EC-Schrauber,- Kabelbinder vorne aus Zwischenablage aufnehmen - holen an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Kabelbinder an Querlenker,Abschluss holen von Kabelbinder vorne,LO-ANP,2
Kardanwelle-unten 4x scannen mit Scanner,- Kardanwelle unten aus Zwischenablage aufnehmen - 4x scannen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Montage Kardanwelle,Vorbereitung für scannen von Kardanwelle,PT.SEC,0
Bremssattel-hinten 2x aufnehmen mit Akkuschrauber,- Bremssattel hinten aus Zwischenablage aufnehmen - 2x aufnehmen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Einbau Bremssattel,2x aufnehmen von Bremssattel hinten,SEC,1
Bremsabschirmblech-hinten 6x heften mit Zange,- Bremsabschirmblech hinten aus Zwischenablage aufnehmen - 6x heften an Position - Zange verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Bremsabschirmblech hinten heften und positionieren,M-OQL.1,1
Kabelbinder-rechts 3x holen mit Zange,- Kabelbinder rechts aus Zwischenablage aufnehmen - 3x holen an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Kabelbinder,Vorbereitung für holen von Kabelbinder,M-ADZ.2,0
Schraube-vorne 6x holen mit Akkuschrauber,- Schraube vorne aus Zwischenablage aufnehmen - 6x holen an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Schraube,Schraube vorne holen und positionieren,PT.SEC,0
Bremsdruckleitung-vorne 4x montieren mit Scanner,- Bremsdruckleitung vorne aus Zwischenablage aufnehmen - 4x montieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Einbau Bremsdruckleitung,4x montieren von Bremsdruckleitung vorne,SEC,0
Bremsabschirmblech-links 6x verschrauben,- Bremsabschirmblech links aus Zwischenablage aufnehmen - 6x verschrauben an Position - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Vorbereitung für verschrauben von Bremsabschirmblech,LO-IMC,3
Luftleitelement-links 3x platzieren mit Scanner,- Luftleitelement links aus Zwischenablage aufnehmen - 3x platzieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,3x platzieren von Luftleitelement links,PT.SEC,1
Kabelbinder-links 6x platzieren mit Zange,- Kabelbinder links aus Zwischenablage aufnehmen - 6x platzieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Kabelbinder an Schwenklager,Kabelbinder links platzieren und positionieren,3000YE2....2,1
Kabelbinder-unten 2x holen mit HG,- Kabelbinder unten aus Zwischenablage aufnehmen - 2x holen an Position - HG verwenden - Qualitätskontrolle durchführen,Einbau Kabelbinder,Abschluss holen von Kabelbinder unten,M-ICS.2,2
Bremssattel-rechts 2x montieren mit Akkuschrauber,- Bremssattel rechts aus Zwischenablage aufnehmen - 2x montieren an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremssattel an Querlenker,Vorbereitung für montieren von Bremssattel,M-OVK.1,3
Bremsabschirmblech-rechts 4x aufnehmen mit HG,- Bremsabschirmblech rechts aus Zwischenablage aufnehmen - 4x aufnehmen an Position - HG verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Querlenker,Bremsabschirmblech rechts aufnehmen und positionieren,M-FDT.1,0
Bremsabschirmblech-unten verschrauben mit Akkuschrauber,- Bremsabschirmblech unten aus Zwischenablage aufnehmen - verschrauben an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Schwenklager,Abschluss verschrauben von Bremsabschirmblech unten,3000VZ3....5,5
Bremssattel-hinten platzieren mit HG,- Bremssattel hinten aus Zwischenablage aufnehmen - platzieren an Position - HG verwenden - Qualitätskontrolle durchführen,Montage Bremssattel,Vorbereitung für platzieren von Bremssattel,3000KP3....4,4
Kabelbinder-rechts 3x verschrauben mit Akkuschrauber,- Kabelbinder rechts aus Zwischenablage aufnehmen - 3x verschrauben an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Montage Kabelbinder,3x verschrauben von Kabelbinder rechts,PT.SEC,3
Luftleitelement-unten 3x holen mit HG,- Luftleitelement unten aus Zwischenablage aufnehmen - 3x holen an Position - HG verwenden - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Vorbereitung für holen von Luftleitelement,3000AO2....5,2
Bremssattel-unten holen,- Bremssattel unten aus Zwischenablage aufnehmen - holen an Position - Qualitätskontrolle durchführen,Einbau Bremssattel,Abschluss holen von Bremssattel unten,3000TP4....1,0
Bremsabschirmblech-links 2x scannen mit Zange,- Bremsabschirmblech links aus Zwischenablage aufnehmen - 2x scannen an Position - Zange verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Schwenklager,2x scannen von Bremsabschirmblech links,LO-NCE,1
Schraube-rechts 6x verschrauben mit EC-Schrauber,- Schraube rechts aus Zwischenablage aufnehmen - 6x verschrauben an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Schraube an Spurstange,Schraube rechts verschrauben und positionieren,SEC,0
Luftleitelement-unten 3x aufnehmen mit Scanner,- Luftleitelement unten aus Zwischenablage aufnehmen - 3x aufnehmen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Luftleitelement unten aufnehmen und positionieren,3000LD5....5,3
Kabelbinder-rechts 6x heften mit Scanner,- Kabelbinder rechts aus Zwischenablage aufnehmen - 6x heften an Position - Scanner verwenden - Qualitätskontrolle durchführen,Montage Kabelbinder,Kabelbinder rechts heften und positionieren,3000ON3....2,3
Bremssattel-vorne 4x holen mit EC-Schrauber,- Bremssattel vorne aus Zwischenablage aufnehmen - 4x holen an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Montage Bremssattel,Vorbereitung für holen von Bremssattel,LO-JYS,0
Kardanwelle-links 3x montieren mit EC-Schrauber,- Kardanwelle links aus Zwischenablage aufnehmen - 3x montieren an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Kardanwelle an Querlenker,Abschluss montieren von Kardanwelle links,SEC,0
Bremssattel-oben 3x platzieren mit Akkuschrauber,- Bremssattel oben aus Zwischenablage aufnehmen - 3x platzieren an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremssattel an Schwenklager,3x platzieren von Bremssattel oben,M-WFZ.2,3
Bremsabschirmblech-oben 2x verschrauben,- Bremsabschirmblech oben aus Zwischenablage aufnehmen - 2x verschrauben an Position - Qualitätskontrolle durchführen,Einbau Bremsabschirmblech,Bremsabschirmblech oben verschrauben und positionieren,M-HVD.1,3
Schraube-unten 2x verschrauben mit EC-Schrauber,- Schraube unten aus Zwischenablage aufnehmen - 2x verschrauben an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Montage Schraube,Abschluss verschrauben von Schraube unten,3000NX4....5,3
Kabelbinder-rechts heften mit Zange,- Kabelbinder rechts aus Zwischenablage aufnehmen - heften an Position - Zange verwenden - Qualitätskontrolle durchführen,Montage Kabelbinder,Kabelbinder rechts heften und positionieren,SEC,5
Kabelbinder-vorne 6x platzieren mit Akkuschrauber,- Kabelbinder vorne aus Zwischenablage aufnehmen - 6x platzieren an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Kabelbinder an Schwenklager,6x platzieren von Kabelbinder vorne,PT.SEC,3
Kardanwelle-rechts 6x aufnehmen,- Kardanwelle rechts aus Zwischenablage aufnehmen - 6x aufnehmen an Position - Qualitätskontrolle durchführen,Kardanwelle an Schwenklager,Kardanwelle rechts aufnehmen und positionieren,PT.SEC,3
Bremsabschirmblech-vorne 6x aufnehmen mit Zange,- Bremsabschirmblech vorne aus Zwischenablage aufnehmen - 6x aufnehmen an Position - Zange verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,6x aufnehmen von Bremsabschirmblech vorne,PT.SEC,3
Bremsdruckleitung-unten 4x verschrauben mit Zange,- Bremsdruckleitung unten aus Zwischenablage aufnehmen - 4x verschrauben an Position - Zange verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Spurstange,Abschluss verschrauben von Bremsdruckleitung unten,3000CZ1....1,3
Kardanwelle-rechts 2x montieren mit HG,- Kardanwelle rechts aus Zwischenablage aufnehmen - 2x montieren an Position - HG verwenden - Qualitätskontrolle durchführen,Kardanwelle an Schwenklager,Vorbereitung für montieren von Kardanwelle,SEC,1
Kabelbinder-links 6x aufnehmen,- Kabelbinder links aus Zwischenablage aufnehmen - 6x aufnehmen an Position - Qualitätskontrolle durchführen,Montage Kabelbinder,Kabelbinder links aufnehmen und positionieren,LO-XOM,0
Luftleitelement-unten platzieren,- Luftleitelement unten aus Zwischenablage aufnehmen - platzieren an Position - Qualitätskontrolle durchführen,Luftleitelement an Schwenklager,Vorbereitung für platzieren von Luftleitelement,3000OH3....3,0
Kardanwelle-rechts 2x holen mit Scanner,- Kardanwelle rechts aus Zwischenablage aufnehmen - 2x holen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Kardanwelle an Querlenker,Abschluss holen von Kardanwelle rechts,3000LJ2....2,2
Bremsabschirmblech-rechts 6x holen mit HG,- Bremsabschirmblech rechts aus Zwischenablage aufnehmen - 6x holen an Position - HG verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,Bremsabschirmblech rechts holen und positionieren,LO-CMV,1
Bremssattel-rechts 6x holen,- Bremssattel rechts aus Zwischenablage aufnehmen - 6x holen an Position - Qualitätskontrolle durchführen,Bremssattel an Schwenklager,Vorbereitung für holen von Bremssattel,PT.SEC,0
Luftleitelement-links 3x aufnehmen mit Scanner,- Luftleitelement links aus Zwischenablage aufnehmen - 3x aufnehmen an Position - Scanner verwenden - Qualitätskontrolle durchführen,Montage Luftleitelement,Luftleitelement links aufnehmen und positionieren,3000SX1....4,0
Bremsabschirmblech-unten 6x heften mit EC-Schrauber,- Bremsabschirmblech unten aus Zwischenablage aufnehmen - 6x heften an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Montage Bremsabschirmblech,6x heften von Bremsabschirmblech unten,LO-CAR,3
Bremsdruckleitung-oben 6x platzieren mit Scanner,- Bremsdruckleitung oben aus Zwischenablage aufnehmen - 6x platzieren an Position - Scanner verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Dämpferstelze,Bremsdruckleitung oben platzieren und positionieren,3000WS5....5,1
Bremsabschirmblech-links 6x platzieren,- Bremsabschirmblech links aus Zwischenablage aufnehmen - 6x platzieren an Position - Qualitätskontrolle durchführen,Bremsabschirmblech an Spurstange,Vorbereitung für platzieren von Bremsabschirmblech,M-GZO.1,0
Kardanwelle-oben 2x aufnehmen,- Kardanwelle oben aus Zwischenablage aufnehmen - 2x aufnehmen an Position - Qualitätskontrolle durchführen,Montage Kardanwelle,Kardanwelle oben aufnehmen und positionieren,PT.SEC,0
Bremssattel-unten 3x scannen mit EC-Schrauber,- Bremssattel unten aus Zwischenablage aufnehmen - 3x scannen an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Einbau Bremssattel,Vorbereitung für scannen von Bremssattel,LO-VEC,0
Bremsdruckleitung-rechts 6x verschrauben mit EC-Schrauber,- Bremsdruckleitung rechts aus Zwischenablage aufnehmen - 6x verschrauben an Position - EC-Schrauber verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Querlenker,Abschluss verschrauben von Bremsdruckleitung rechts,LO-BBC,0
Bremsdruckleitung-links 2x scannen mit HG,- Bremsdruckleitung links aus Zwischenablage aufnehmen - 2x scannen an Position - HG verwenden - Qualitätskontrolle durchführen,Bremsdruckleitung an Schwenklager,Bremsdruckleitung links scannen und positionieren,SEC,2
Bremsdruckleitung-oben 2x holen,- Bremsdruckleitung oben aus Zwischenablage aufnehmen - 2x holen an Position - Qualitätskontrolle durchführen,Bremsdruckleitung an Dämpferstelze,2x holen von Bremsdruckleitung oben,M-WCT.2,0
Kabelbinder-unten 3x holen mit Zange,- Kabelbinder unten aus Zwischenablage aufnehmen - 3x holen an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Kabelbinder,3x holen von Kabelbinder unten,3000YY5....3,0
Luftleitelement-rechts 3x heften mit Zange,- Luftleitelement rechts aus Zwischenablage aufnehmen - 3x heften an Position - Zange verwenden - Qualitätskontrolle durchführen,Luftleitelement an Querlenker,Luftleitelement rechts heften und positionieren,SEC,3
Bremsdruckleitung-unten 4x montieren mit Zange,- Bremsdruckleitung unten aus Zwischenablage aufnehmen - 4x montieren an Position - Zange verwenden - Qualitätskontrolle durchführen,Einbau Bremsdruckleitung,Vorbereitung für montieren von Bremsdruckleitung,M-GQP.1,1
Bremsabschirmblech-rechts 6x heften mit Akkuschrauber,- Bremsabschirmblech rechts aus Zwischenablage aufnehmen - 6x heften an Position - Akkuschrauber verwenden - Qualitätskontrolle durchführen,Bremsabschirmblech an Spurstange,6x heften von Bremsabschirmblech rechts,3000OJ2....5,0
Bremsabschirmblech-oben 4x heften,- Bremsabschirmblech oben aus Zwischenablage aufnehmen - 4x heften an Position - Qualitätskontrolle durchführen,Bremsabschirmblech an Schwenklager,Abschluss heften von Bremsabschirmblech oben,M-XCT.2,0
Schraube-links 4x aufnehmen mit Zange,- Schraube links aus Zwischenablage aufnehmen - 4x aufnehmen an Position - Zange verwenden - Qualitätskontrolle durchführen,Schraube an Dämpferstelze,Vorbereitung für aufnehmen von Schraube,LO-ZPV,3
