,Lesezeichen,Arbeitsvorgang,AVO-Kurztext,AVO-Langtext,Vorgänge,Teile pro Vorgang,VD-Wert,VD-Kurztext,label,Lfd.Nr.,Beschreibung,Langcode,Kurzcode,tg,A,H,T,n (Wert),tg*n
1236,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,22,Türdichtung an Pf. A unten (Rundung),3000AB2....5,AB2,0.027,1.0,1.0,1,1.0,0.027
1237,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,23,andrücken,3000PA1....5,PA1,0.006,1.0,1.0,1,1.0,0.006
1238,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,24,Türdichtung an Schwller zwischen Pf. A und B unten,3000AB1....5,AB1,0.018,1.0,1.0,1,1.0,0.018
1239,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,25,andrücken,3000PA1....5,PA1,0.006,1.0,1.0,1,1.0,0.006
1240,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,26,,,,0.0,1.0,1.0,1,1.0,0.0
1241,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,27,Türdichtung zwischen Pf. B und Pf. A und Pf. A unten,3000AA2....5,AA2,0.0209999999999999,2.0,1.0,1,2.0,0.0419999999999999
1242,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,28,Türdichtung zwischen Pf. B und Pf. A und Pf. A unten,3000AA1....5,AA1,0.012,3.0,1.0,1,3.0,0.036
1243,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,29,Bewegungsfolge zum ansetzen Türdichtung,3000ZA1....5,ZA1,0.003,5.0,1.0,1,5.0,0.015
1244,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600D:8WK,8WK: 62134A,Wischermotor mit Gestell 3x Schraube heften mit HIlfswerkzeug,-3x Schraube aufnehmen und von Hilfswerkzeug an mittlere Schraubstelle ansetzen (Heften). (inkl. Hilfswerkzeug auf. / ablegen)      ,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,1,LAT Bogen aufnehmen,3000AD2....5,AD2,0.027,1.0,1.0,1,1.0,0.027
1245,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600D:8WK,8WK: 62134A,Wischermotor mit Gestell 3x Schraube heften mit HIlfswerkzeug,-3x Schraube aufnehmen und von Hilfswerkzeug an mittlere Schraubstelle ansetzen (Heften). (inkl. Hilfswerkzeug auf. / ablegen)      ,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,2,Aufkleber abziehen,3000AD1....5,AD1,0.012,1.0,1.0,1,1.0,0.012
1246,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600D:8WK,8WK: 62134A,Wischermotor mit Gestell 3x Schraube heften mit HIlfswerkzeug,-3x Schraube aufnehmen und von Hilfswerkzeug an mittlere Schraubstelle ansetzen (Heften). (inkl. Hilfswerkzeug auf. / ablegen)      ,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,3,Trägerpapier zwischenablegen,3000PA2....5,PA2,0.012,1.0,1.0,1,1.0,0.012
1247,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600D:8WK,8WK: 62134A,Wischermotor mit Gestell 3x Schraube heften mit HIlfswerkzeug,-3x Schraube aufnehmen und von Hilfswerkzeug an mittlere Schraubstelle ansetzen (Heften). (inkl. Hilfswerkzeug auf. / ablegen)      ,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,4,mit zweiter Hand anderes Ende und an Klebeort,3000AC2....5,AC2,0.033,1.0,1.0,1,1.0,0.033
1248,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600D:8WK,8WK: 62134A,Wischermotor mit Gestell 3x Schraube heften mit HIlfswerkzeug,-3x Schraube aufnehmen und von Hilfswerkzeug an mittlere Schraubstelle ansetzen (Heften). (inkl. Hilfswerkzeug auf. / ablegen)      ,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,5,glätten,3000ZB1....5,ZB1,0.006,2.0,1.0,1,2.0,0.012
1249,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600D:8WK,8WK: 62134A,Wischermotor mit Gestell 3x Schraube heften mit HIlfswerkzeug,-3x Schraube aufnehmen und von Hilfswerkzeug an mittlere Schraubstelle ansetzen (Heften). (inkl. Hilfswerkzeug auf. / ablegen)      ,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,6,LAT-Bogen wieder aufnehmen,3000AD2....5,AD2,0.027,1.0,1.0,1,1.0,0.027
1250,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600C:8WK,8WK: 54314B,Wischermotor mit Gestell am Wasserkasten platzieren und ausrichten,"-ZSB Wischermotor mit Gestell aufnehmen  -und in Wasserkasten, platzieren und nach Bohrungen ausrichten. ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,1,eCall - Lautsprecher aufnehmen und im Ablagefach positionieren.,M-AEZELL.2,M-AEZELL.2,0.051,1.0,1.0,1,1.0,0.051
1251,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600C:8WK,8WK: 54314B,Wischermotor mit Gestell am Wasserkasten platzieren und ausrichten,"-ZSB Wischermotor mit Gestell aufnehmen  -und in Wasserkasten, platzieren und nach Bohrungen ausrichten. ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,2,Akkuschrauber aufnehmen und ablegen,M-EHAX.2,M-EHAX.2,0.024,1.0,1.0,1,1.0,0.024
1252,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600C:8WK,8WK: 54314B,Wischermotor mit Gestell am Wasserkasten platzieren und ausrichten,"-ZSB Wischermotor mit Gestell aufnehmen  -und in Wasserkasten, platzieren und nach Bohrungen ausrichten. ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,3,1. Schraube verschrauben,M-SMH.2,M-SMH.2,0.0661344,1.0,1.0,1,1.0,0.0661344
1253,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600C:8WK,8WK: 54314B,Wischermotor mit Gestell am Wasserkasten platzieren und ausrichten,"-ZSB Wischermotor mit Gestell aufnehmen  -und in Wasserkasten, platzieren und nach Bohrungen ausrichten. ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,4,2. Schraube verschrauben,M-SMH.1,M-SMH.1,0.0511343999999999,1.0,1.0,1,1.0,0.0511343999999999
1254,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600AA:8WK,8WK: 54150D,LW: 8m  HIlfswerkzeuge und Schrauben für  Wischermotor,3m vom Fzg. zum Regal 5m von Regal zu Mitte Vorderwagen (inklusive Stufe aufsteigen/absteigen) 3.5.23 Anlauf-WS 3m zu Regal. 5m von Regal zu Mitte Vorderwagen (inklusive Stufe aufsteigen/absteigen). jesser.,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,1,"Akkuschrauber aufnehmen, in Arbeitsbereich halten und ablegen",M-EHAX.2,M-EHAX.2,0.024,1.0,1.0,1,1.0,0.024
1255,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600AA:8WK,8WK: 54150D,LW: 8m  HIlfswerkzeuge und Schrauben für  Wischermotor,3m vom Fzg. zum Regal 5m von Regal zu Mitte Vorderwagen (inklusive Stufe aufsteigen/absteigen) 3.5.23 Anlauf-WS 3m zu Regal. 5m von Regal zu Mitte Vorderwagen (inklusive Stufe aufsteigen/absteigen). jesser.,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,2,Lautspr. ausrichten,3000ZA1....5,ZA1,0.003,2.0,1.0,1,2.0,0.006
1256,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600AA:8WK,8WK: 54150D,LW: 8m  HIlfswerkzeuge und Schrauben für  Wischermotor,3m vom Fzg. zum Regal 5m von Regal zu Mitte Vorderwagen (inklusive Stufe aufsteigen/absteigen) 3.5.23 Anlauf-WS 3m zu Regal. 5m von Regal zu Mitte Vorderwagen (inklusive Stufe aufsteigen/absteigen). jesser.,1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,3,"Akkuschrauber (Blechschrauben,Kreuzschlitz-, Sechskantschrauben Vielzahnschrauben, Torxschrauben mit Fase)/ Muttern  Grobgewinde  einschrauben",M-SMH.2,M-SMH.2,0.0661344,2.0,1.0,1,2.0,0.1322688
1257,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600AB:8WK,8WK: 35254EY,"Zwischenablage, Abstandhalter, Gefache Wischermotor entsorgen",Anteilig 10:  5x Abstandhalter aufnehmen und entsorgen  1x Zwischenablage aufnehmen und entsorgen 1x Gefache aufnehmen und entsorgen 5.5.23 Anlauf-WS. AVO neu. jesser.,1.0,10.0,4PZ39600,Wischeranlage montieren,4.0,1,LW TDI 2x3m vorne und hinten rollieren re.,3000KA.....5,KA,0.015,6.0,1.0,1,6.0,0.09
1258,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600AC:8WK,8WK: 45102LW,Wischermotor Behälter GLT tauschen,"Behälter Wischermotor tauschen, anteilig 40 Stück:  leeren Wischermotor Behälter in Strasse schieben 6m  Trailertausch Wischermotor Behälter  vollen Behälter Wischermotor in Anstellort schieben 6m 5.5.23 Anlauf-WS. AVO neu. jesser.",1.0,40.0,4PZ39600,Wischeranlage montieren,4.0,1,Gehen / m,3000KA.....5,KA,0.015,12.0,1.0,1,12.0,0.18
1259,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600AD:8WK,8WK: 54314AA,"LW 2m Zwischenablage, Abstandhalter, Gefache Wischermotor entsorgen","LW 2m Zwischenablage, Abstandhalter, Gefache Wischermotor entsorgen 5.5.23 Anlauf-WS. AVO neu. jesser.",1.0,10.0,4PZ39600,Wischeranlage montieren,4.0,1,Ablage aufnehmen und auf Vormontagetisch ablegen,3000AH2....5,AH2,0.027,1.0,1.0,1,1.0,0.027
1260,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MW:8WK,8WK: 39650MW,LW 1m für Füllkopf für SRA abnehmen,"1m Laufweg vom Motorraum zur Anlage   06.11.23 Anlauf-WS KW45, AVO neu hinzu, dafür Entfall von 1x Körperdrehung; DUE",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,1,1m Laufweg vom Motorraum zur Anlage,3000KA.....6,KA,0.015,1.0,1.0,1,1.0,0.015
1261,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,1,zum SRA-Behälter beugen,3000KB.....6,KB,0.036,1.0,1.0,1,1.0,0.036
1262,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,2,"Arretierung von Adapter anSRA-Behälter lösen,",3000BA1....6,BA1,0.006,1.0,1.0,1,1.0,0.006
1263,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,3,Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen,3000ZB1....6,ZB1,0.006,2.0,1.0,1,2.0,0.012
1264,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,4,Adapter anheben um Absaugvorgang zu starten,3000AL1....6,AL1,0.048,1.0,1.0,1,1.0,0.048
1265,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,5,2 sek Wartezeit Anlage saugt Rest ab,M-GKH.2,PT.SEC,0.016666668,2.0,1.0,1,2.0,0.033333336
1266,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,6,Adapter über Kotflügelzur Konsole führen,3000PA3....6,PA3,0.015,1.0,1.0,1,1.0,0.015
1267,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,7,Füllkopf in Anlage einhängen.,3000PA1....6,PA1,0.006,1.0,1.0,1,1.0,0.006
1268,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650MA:8WK,8WK: 39650MA,Füllkopf SRA abnehmen und in Anlage einhängen + beugen,"zum SRA-Behälter beugen Arretierung von Adapter anSRA-Behälter lösen, Adapter beidhändig hin und herbewegen (leichtes Rütteln) um Adapter am Einfüllstuten  zu lösen Adapter anheben um Absaugvorgang zu starten 2 sek Wartezeit Anlage saugt Rest ab Adapter über Kotflügelzur Konsole führen Füllkopf in Anlage einhängen. Arretierung Schlauch an Theke betätigen 7.12.21 AVO neu. jesser. 1.6.2023 Anpassung AVO nach Vor-Ort-Termin am 31.5.23 mit IE-Werke, IE-Planung, Gruppsensprecher. Übernahme korrigierter Ablauf C8-Arbeitsvorgang. Anpassung der C8 AVO durch IE-Werke. Zeit von 4,2 Sek. auf 9,1 Sek. jesser. 06.11.23 Anlauf-WS KW45, Entfall von 1x Körperdrehung; DUE 23.11.2023 Nach Termin am 22.11.23 vor Ort ist auf augrund Entnahme des Adapter von Einfüllstuten ein leichtes Hin-und Herbewegen notwendig, damit Adapter mit weniger Kraft/Last aufgenommen werden kann. Der Adapter wird mit beiden Händen gleichzeitig gelöst. jesser.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,8,Arretierung Schlauch an Theke betätigen,3000BA1....6,BA1,0.006,1.0,1.0,1,1.0,0.006
1269,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650KA:8WK,8WK: 39650KA,Füllkopf SRA aufsetzen und Prozess starten,"beugen Füllkopf (unter 3 kg, Schlauch sperrig) aus Aufnahme herausziehen, im Weg zum Fahrzeug den Knopf für die Schlauchausrollung betätigen. Über Motorraum hinweg den Füllkopf auf den Stutzen platzieren. Startknopf betätigen. Anteilig Position der Schläuche an der Anlage ausrichten.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,1,beugen,3000KB.....6,KB,0.036,1.0,1.0,1,1.0,0.036
1270,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650KA:8WK,8WK: 39650KA,Füllkopf SRA aufsetzen und Prozess starten,"beugen Füllkopf (unter 3 kg, Schlauch sperrig) aus Aufnahme herausziehen, im Weg zum Fahrzeug den Knopf für die Schlauchausrollung betätigen. Über Motorraum hinweg den Füllkopf auf den Stutzen platzieren. Startknopf betätigen. Anteilig Position der Schläuche an der Anlage ausrichten.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,2,"Füllkopf aus Aufnahme aufnehmen  (unter 3 kg, Schlauch sperrig )",3000AL1....6,AL1,0.048,1.0,1.0,1,1.0,0.048
1271,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650KA:8WK,8WK: 39650KA,Füllkopf SRA aufsetzen und Prozess starten,"beugen Füllkopf (unter 3 kg, Schlauch sperrig) aus Aufnahme herausziehen, im Weg zum Fahrzeug den Knopf für die Schlauchausrollung betätigen. Über Motorraum hinweg den Füllkopf auf den Stutzen platzieren. Startknopf betätigen. Anteilig Position der Schläuche an der Anlage ausrichten.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,3,Knopf drücken für Schlauchnachführung - im Laufweg,3000BA1....6,BA1,0.006,0.0,1.0,1,0.0,0.0
1272,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3905KV/4PZ39650/39650KA:8WK,8WK: 39650KA,Füllkopf SRA aufsetzen und Prozess starten,"beugen Füllkopf (unter 3 kg, Schlauch sperrig) aus Aufnahme herausziehen, im Weg zum Fahrzeug den Knopf für die Schlauchausrollung betätigen. Über Motorraum hinweg den Füllkopf auf den Stutzen platzieren. Startknopf betätigen. Anteilig Position der Schläuche an der Anlage ausrichten.",1.0,1.0,4PZ39650,Wischwasserbefüllung Serie,2.0,4,über Motorraum auf Stutzen aufsetzen,3000PC3....6,PC3,0.027,1.0,1.0,1,1.0,0.027
